,2020-07-21,2021-01-01,2021-01-21,2021-07-21
0,-0.0927923740726248,0.44972356503163,0.3848685009316296,0.956795152605172
1,2.6973861973559474,0.8135489288569938,0.3324850541008282,-0.5583563625463431
2,1.4272944880337812,-2.605688138748795,-2.0260329665736116,-0.5816663858563663
3,-0.2532201815592558,2.1057064710145363,-0.6892453551371135,1.8800906071506267
4,-0.5212872856955493,1.448147106807773,-1.6781065262127788,1.0975411061590072
5,1.8437326393754656,0.9700149281950016,-1.3335350467402107,0.8865210837365846
6,-0.4094150653655007,-1.3618706378669208,3.5997585178521025,-3.4032611061852642
7,-3.5867044968889292,0.7132976293437017,-0.9812517176476053,6.397971623193408
8,-2.3966870531730087,1.606400746945405,-1.332583022614077,7.302680787193735
9,-4.303909723876106,1.0214491367572018,-1.2498552871179758,3.1863033493264843
10,-2.7891581419507014,-0.8939456856143648,0.32756191067375,0.12292728858977764
11,-0.3939971933497332,0.3973401182008286,1.2449602440508958,2.0564070542869315
12,-1.119982706398909,-1.9611779024736111,2.260934447492175,4.73158721914388
13,-1.313793595073846,-0.6243902910371131,0.7196899295030581,1.8199270884867995
14,0.2780358088692788,-1.6132514621127783,-1.5061214879448999,0.22329882008683455
15,-1.5706248863878958,-1.2686799826402104,0.3848685009316296,1.0183715072849748
16,-0.2177923740726248,3.664613581952103,-0.6922290047373049,1.3875643833744027
17,-1.6572479435344523,-0.9163966535476049,0.04102895938435169,0.22150103495811324
18,-0.3470835374546972,-1.2677279585140764,-0.13267031447952615,1.574079103222456
19,1.1819048853282674,-1.1850002230179755,-0.07755924473311027,1.4475926986174419
20,1.039995542856261,0.3924169747737504,1.7785967239281453,-0.32525612944610993
21,-0.8395254170097748,1.309815308150896,0.3848685009316296,0.2146801247758584
22,0.1579913249869363,2.3257895115921756,-0.4169642596640175,2.514427551359066
23,0.4700594082913527,0.7845449936030585,-4.349542584518717,1.938390244629712
24,-2.3937873989482465,-1.4412664238448996,-1.069676953613825,-0.4405317003717416
25,-0.4747147165296585,0.44972356503163,-1.8291536392897725,1.6345523922847778
26,-0.1566901376508995,-0.6273739406373045,-2.50821326007466,2.4255834022991745
27,0.3547779584081936,0.10588402348435211,1.356371091605205,0.775854259963435
28,0.8620134820699596,-0.06781525037952574,0.5131558646263056,1.742293642031154
29,0.2855178403031633,-0.012704180633109852,-0.319807988498223,1.5563155362982175
30,1.7916297364801392,1.8434517880281458,1.739707210609049,1.7315269762046952
31,1.5718192165562284,0.44972356503163,-2.9251251336959956,1.4890246026347405
32,2.1509917375101524,-0.3521091955640171,-6.330075541201354,2.0156186820169366
33,0.7968873412298665,-4.284687520418716,-3.0025697488919416,4.391020996609829
34,1.141775527161943,-1.0048218895138246,0.6770525768994894,6.190334826212375
35,2.7527360812119284,-1.764298575189772,-7.553951601034868,3.897971623193407
36,2.786936592612864,-2.4433581959746595,-6.4980428914734345,-2.627620431810412
37,0.5109397883862117,1.4212261557052053,-2.5038315840301375,1.4417089457086203
38,0.6164274840834036,0.578010928726306,-0.05257681840345352,-1.831408600746034
39,0.1780635305860967,-0.2549529243982226,6.360263931511594,1.3428955387055581
40,-0.0927923740726248,1.8045622747090493,5.359992879041083,2.82492702073704
41,0.7175803974022537,-2.860270069595995,-1.9847997455138682,2.6288555625296595
42,-0.5751074866128179,-6.265220477101353,6.129205070510917,1.2220471419950925
43,-0.8466965205454304,-2.937714684791941,10.637355111490162,0.7451549409649604
44,-0.038533014333069805,0.7419076409994898,-8.914229347784538,-1.323162429579345
45,0.5579668450163122,-7.489096536934867,1.0734683479094413,2.1505010668753837
46,-0.8471027189002109,-6.433187827373434,1.9046253398374047,-1.616931388949788
47,-2.1014785847132327,-2.438976519930137,-3.3576464691282504,1.6722602048891566
48,2.1232741079218354,0.012278245696546897,0.6181499939331848,3.2518771198182863
